Country,Category,DateTime,Close,Frequency,HistoricalDataSymbol,LastUpdate
Kenya,Foreign Exchange Reserves,1996-11-30T00:00:00,1225,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,1996-12-31T00:00:00,1304,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-01-31T00:00:00,1264,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-02-28T00:00:00,1370,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-03-31T00:00:00,1516,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-04-30T00:00:00,1568,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-05-30T00:00:00,1552,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-05-31T00:00:00,1552,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,1997-06-30T00:00:00,1551,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-07-31T00:00:00,1456,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-08-29T00:00:00,1386,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-08-31T00:00:00,1386,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,1997-09-30T00:00:00,1363,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-10-31T00:00:00,1313,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-11-30T00:00:00,1371,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1997-12-31T00:00:00,1379,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-01-30T00:00:00,1400,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-01-31T00:00:00,1400,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,1998-02-28T00:00:00,1408,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-03-31T00:00:00,1461,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-04-30T00:00:00,1416,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-05-29T00:00:00,1309,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-05-31T00:00:00,1309,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,1998-06-30T00:00:00,1305,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-07-31T00:00:00,1312,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-08-31T00:00:00,1366,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-09-30T00:00:00,1335,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-10-30T00:00:00,1306,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-10-31T00:00:00,1306,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,1998-11-30T00:00:00,1119,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1998-12-31T00:00:00,1100,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-01-29T00:00:00,1072,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-01-31T00:00:00,1072,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,1999-02-28T00:00:00,1033,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-03-31T00:00:00,1039,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-04-30T00:00:00,1031,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-05-31T00:00:00,946,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-06-30T00:00:00,997,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-07-30T00:00:00,1003,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-07-31T00:00:00,1003,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,1999-08-31T00:00:00,996,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-09-30T00:00:00,1035,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-10-29T00:00:00,1055,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-10-31T00:00:00,1055,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,1999-11-30T00:00:00,1070,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,1999-12-31T00:00:00,1104,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2000-01-31T00:00:00,1116,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2000-03-31T00:00:00,1160,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2000-04-30T00:00:00,1196,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2000-06-30T00:00:00,1208,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2000-07-31T00:00:00,1252,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2000-08-31T00:00:00,1272,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2000-09-29T00:00:00,1294,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2000-09-30T00:00:00,1294,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,2000-10-31T00:00:00,1292,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2000-11-30T00:00:00,1369,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2000-12-29T00:00:00,1398.16,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2000-12-31T00:00:00,1398.16,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,2001-01-31T00:00:00,1468,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2001-02-28T00:00:00,1446,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2001-03-30T00:00:00,1434,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2001-03-31T00:00:00,1434,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,2001-04-30T00:00:00,1508,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2001-05-31T00:00:00,1489,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2001-06-29T00:00:00,1467,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2001-06-30T00:00:00,1467,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,2001-07-31T00:00:00,1463,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2001-08-31T00:00:00,1495,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2001-09-30T00:00:00,1514,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2001-10-31T00:00:00,1458,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2001-11-30T00:00:00,1447,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2001-12-31T00:00:00,1459,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-01-31T00:00:00,1442,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-02-28T00:00:00,1450,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-03-29T00:00:00,1479,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-03-31T00:00:00,1479,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,2002-04-30T00:00:00,1511,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-05-31T00:00:00,1495,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-06-30T00:00:00,1563,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-07-31T00:00:00,1588,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-08-30T00:00:00,1570,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-08-31T00:00:00,1570,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,2002-09-30T00:00:00,1548,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-10-31T00:00:00,1534,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-11-29T00:00:00,1515,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2002-11-30T00:00:00,1515,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,2002-12-31T00:00:00,1614,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-01-31T00:00:00,1651,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-02-28T00:00:00,1591,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-03-31T00:00:00,1626.69,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-04-30T00:00:00,1674,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-05-30T00:00:00,1723.87,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-05-31T00:00:00,1723.87,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,2003-06-30T00:00:00,1656,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-07-31T00:00:00,1676.22,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-08-29T00:00:00,1669,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-08-31T00:00:00,1669,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,2003-09-30T00:00:00,1731,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-10-31T00:00:00,1712.44,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-11-30T00:00:00,1748.05,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2003-12-31T00:00:00,1888.11,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2004-01-30T00:00:00,1867.32,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2004-01-31T00:00:00,1867.32,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,2004-02-29T00:00:00,1954.82,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2004-03-31T00:00:00,1962.14,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2004-04-30T00:00:00,1909.5,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2004-05-31T00:00:00,1952.25,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2004-06-30T00:00:00,1939.99,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2004-07-30T00:00:00,1877.24,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
Kenya,Foreign Exchange Reserves,2004-07-31T00:00:00,1877.24,Monthly,KENYAFOREXCRES,2022-09-25T14:13:00
Kenya,Foreign Exchange Reserves,2004-08-31T00:00:00,1926.06,Monthly,KENYAFOREXCRES,2015-01-11T05:10:00
